Num timestep,mean reward,,
847000,81.42026668,,
,,,
848000,77.3697,,
,,,
849000,77.3697,,
,,,
850000,77.3697,,
,,,
851000,77.3697,,
,,,
852000,76.53343334,,
,,,
853000,76.53343334,,
,,,
854000,76.53343334,,
,,,
855000,76.53343334,,
,,,
856000,80.87663334,,
,,,
857000,80.87663334,,
,,,
858000,80.87663334,,
,,,
859000,80.87663334,,
,,,
860000,78.7047,,
,,,
861000,78.7047,,
,,,
862000,78.7047,,
,,,
863000,78.7047,,
,,,
864000,82.00476666,,
,,,
865000,82.00476666,,
,,,
866000,82.00476666,,
,,,
867000,84.58913332,,
,,,
868000,84.58913332,,
,,,
869000,84.58913332,,
,,,
870000,86.91239998,,
,,,
871000,86.91239998,,
,,,
872000,86.91239998,,
,,,
873000,86.91239998,,
,,,
874000,87.84319998,,
,,,
875000,87.84319998,,
,,,
876000,87.84319998,,
,,,
877000,87.84319998,,
,,,
878000,94.50886666,,
,,,
879000,94.50886666,,
,,,
880000,94.50886666,,
,,,
881000,94.50886666,,
,,,
882000,95.47266666,,
,,,
883000,95.47266666,,
,,,
884000,95.47266666,,
,,,
885000,95.47266666,,
,,,
886000,90.31883332,,
,,,
887000,90.31883332,,
,,,
888000,90.31883332,,
,,,
889000,87.76609998,,
,,,
890000,87.76609998,,
,,,
891000,87.76609998,,
,,,
892000,79.34186666,,
,,,
893000,79.34186666,,
,,,
894000,79.34186666,,
,,,
895000,81.6194,,
,,,
896000,81.6194,,
,,,
897000,81.6194,,
,,,
898000,81.6194,,
,,,
899000,81.6194,,
,,,
900000,77.53183334,,
,,,
901000,77.53183334,,
,,,
902000,77.53183334,,
,,,
903000,77.53183334,,
,,,
904000,78.89646668,,
,,,
905000,78.89646668,,
,,,
906000,78.89646668,,
,,,
907000,80.49680002,,
,,,
908000,80.49680002,,
,,,
909000,80.49680002,,
,,,
910000,80.49680002,,
,,,
911000,79.8645667,,
,,,
912000,79.8645667,,
,,,
913000,79.8645667,,
,,,
914000,79.8645667,,
,,,
915000,79.8645667,,
,,,
916000,82.6751667,,
,,,
917000,82.6751667,,
,,,
918000,82.6751667,,
,,,
919000,82.6751667,,
,,,
920000,81.9493667,,
,,,
921000,81.9493667,,
,,,
922000,81.9493667,,
,,,
923000,81.9493667,,
,,,
924000,81.84360004,,
,,,
925000,81.84360004,,
,,,
926000,81.84360004,,
,,,
927000,81.84360004,,
,,,
928000,79.74523338,,
,,,
929000,79.74523338,,
,,,
930000,79.74523338,,
,,,
931000,79.74523338,,
,,,
932000,82.12193338,,
,,,
933000,82.12193338,,
,,,
934000,82.12193338,,
,,,
935000,82.12193338,,
,,,
936000,73.13083338,,
,,,
937000,73.13083338,,
,,,
938000,73.13083338,,
,,,
939000,73.13083338,,
,,,
940000,73.13083338,,
,,,
941000,76.7390667,,
,,,
942000,76.7390667,,
,,,
943000,76.7390667,,
,,,
944000,76.7390667,,
,,,
945000,76.29660004,,
,,,
946000,76.29660004,,
,,,
947000,76.29660004,,
,,,
948000,76.29660004,,
,,,
949000,76.29660004,,
,,,
950000,78.73480004,,
,,,
951000,78.73480004,,
,,,
952000,78.73480004,,
,,,
953000,78.73480004,,
,,,
954000,88.54033338,,
,,,
955000,88.54033338,,
,,,
956000,88.54033338,,
,,,
957000,88.54033338,,
,,,
958000,88.54033338,,
,,,
959000,88.37570004,,
,,,
960000,88.37570004,,
,,,
961000,88.37570004,,
,,,
962000,88.37570004,,
,,,
963000,91.61150004,,
,,,
964000,91.61150004,,
,,,
965000,91.61150004,,
,,,
966000,89.49913336,,
,,,
967000,89.49913336,,
,,,
968000,89.49913336,,
,,,
969000,89.49913336,,
,,,
970000,90.10726668,,
,,,
971000,90.10726668,,
,,,
972000,90.10726668,,
,,,
973000,86.04336668,,
,,,
974000,86.04336668,,
,,,
975000,86.04336668,,
,,,
976000,86.04336668,,
,,,
977000,86.04336668,,
,,,
978000,91.2569,,
,,,
979000,91.2569,,
,,,
980000,91.2569,,
,,,
981000,89.71873332,,
,,,
982000,89.71873332,,
,,,
983000,89.71873332,,
,,,
984000,89.71873332,,
,,,
985000,89.71873332,,
,,,
986000,91.26963332,,
,,,
987000,91.26963332,,
,,,
988000,91.26963332,,
,,,
989000,92.09223332,,
,,,
990000,92.09223332,,
,,,
991000,92.09223332,,
,,,
992000,92.09223332,,
,,,
993000,92.09223332,,
,,,
994000,95.77593332,,
,,,
995000,95.77593332,,
,,,
996000,95.77593332,,
,,,
997000,95.77593332,,
,,,
998000,98.6732,,
,,,
999000,98.6732,,
,,,
1000000,98.6732,,
,,,
1001000,100.7265,,
,,,
1002000,100.7265,,
,,,
1003000,100.7265,,
,,,
1004000,100.7265,,
,,,
1005000,100.7265,,
,,,
1006000,99.84516666,,
,,,
1007000,99.84516666,,
,,,
1008000,99.84516666,,
,,,
1009000,99.84516666,,
,,,
1010000,102.2223,,
,,,
1011000,102.2223,,
,,,
1012000,102.2223,,
,,,
1013000,102.2223,,
,,,
1014000,106.1402667,,
,,,
1015000,106.1402667,,
,,,
1016000,106.1402667,,
,,,
1017000,112.2675334,,
,,,
1018000,112.2675334,,
,,,
1019000,112.2675334,,
,,,
1020000,112.9685334,,
,,,
1021000,112.9685334,,
,,,
1022000,112.9685334,,
,,,
1023000,112.9685334,,
,,,
1024000,114.3239,,
,,,
1025000,114.3239,,
,,,
1026000,114.3239,,
,,,
1027000,114.3239,,
,,,
1028000,114.3239,,
,,,
1029000,115.8022334,,
,,,
1030000,115.8022334,,
,,,
1031000,115.8022334,,
,,,
1032000,117.3071334,,
,,,
1033000,117.3071334,,
,,,
1034000,117.3071334,,
,,,
1035000,117.3071334,,
,,,
1036000,117.3071334,,
,,,
1037000,117.3071334,,
,,,
1038000,117.3071334,,
,,,
1039000,122.4083,,
,,,
1040000,122.4083,,
,,,
1041000,122.4083,,
,,,
1042000,121.6552667,,
,,,
1043000,121.6552667,,
,,,
1044000,121.6552667,,
,,,
1045000,121.6552667,,
,,,
1046000,131.3736334,,
,,,
1047000,131.3736334,,
,,,
1048000,131.3736334,,
,,,
1049000,131.3736334,,
,,,
1050000,138.5028667,,
,,,
1051000,138.5028667,,
,,,
1052000,138.5028667,,
,,,
1053000,138.5028667,,
,,,
1054000,135.4825,,
,,,
1055000,135.4825,,
,,,
1056000,135.4825,,
,,,
1057000,144.2405334,,
,,,
1058000,144.2405334,,
,,,
1059000,144.2405334,,
,,,
1060000,144.2405334,,
,,,
1061000,144.2405334,,
,,,
1062000,147.0334334,,
,,,
1063000,147.0334334,,
,,,
1064000,147.0334334,,
,,,
1065000,147.0334334,,
,,,
1066000,150.9445334,,
,,,
1067000,150.9445334,,
,,,
1068000,150.9445334,,
,,,
1069000,150.9445334,,
,,,
1070000,150.2312334,,
,,,
1071000,150.2312334,,
,,,
1072000,150.2312334,,
,,,
1073000,150.2312334,,
,,,
1074000,156.879,,
,,,
1075000,156.879,,
,,,
1076000,156.879,,
,,,
1077000,156.879,,
,,,
1078000,155.419,,
,,,
1079000,155.419,,
,,,
1080000,155.419,,
,,,
1081000,153.2960334,,
,,,
1082000,153.2960334,,
,,,
1083000,153.2960334,,
,,,
1084000,157.8758334,,
,,,
1085000,157.8758334,,
,,,
1086000,157.8758334,,
,,,
1087000,158.8624,,
,,,
1088000,158.8624,,
,,,
1089000,158.8624,,
,,,
1090000,158.8624,,
,,,
1091000,158.8624,,
,,,
1092000,162.6744334,,
,,,
1093000,162.6744334,,
,,,
1094000,162.6744334,,
,,,
1095000,166.5451667,,
,,,
1096000,166.5451667,,
,,,
1097000,166.5451667,,
,,,
1098000,174.4913,,
,,,
1099000,174.4913,,
,,,
1100000,174.4913,,
,,,
1101000,174.4913,,
,,,
1102000,176.5508333,,
,,,
1103000,176.5508333,,
,,,
1104000,176.5508333,,
,,,
1105000,176.5508333,,
,,,
1106000,176.5508333,,
,,,
1107000,179.0754,,
,,,
1108000,179.0754,,
,,,
1109000,179.0754,,
,,,
1110000,180.1888666,,
,,,
1111000,180.1888666,,
,,,
1112000,180.1888666,,
,,,
1113000,174.2712333,,
,,,
1114000,174.2712333,,
,,,
1115000,174.2712333,,
,,,
1116000,174.2712333,,
,,,
1117000,174.2712333,,
,,,
1118000,181.2343666,,
,,,
1119000,181.2343666,,
,,,
1120000,181.2343666,,
,,,
1121000,181.2343666,,
,,,
1122000,183.1467666,,
,,,
1123000,183.1467666,,
,,,
1124000,183.1467666,,
,,,
1125000,180.6043666,,
,,,
1126000,180.6043666,,
,,,
1127000,180.6043666,,
,,,
1128000,183.4757,,
,,,
1129000,183.4757,,
,,,
1130000,183.4757,,
,,,
1131000,183.4757,,
,,,
1132000,183.4757,,
,,,
1133000,192.9091666,,
,,,
1134000,192.9091666,,
,,,
1135000,192.9091666,,
,,,
1136000,192.9091666,,
,,,
1137000,192.9091666,,
,,,
1138000,194.8097,,
,,,
1139000,194.8097,,
,,,
1140000,194.8097,,
,,,
1141000,194.8097,,
,,,
1142000,194.8097,,
,,,
1143000,197.0144666,,
,,,
1144000,197.0144666,,
,,,
1145000,197.0144666,,
,,,
1146000,199.5404333,,
,,,
1147000,199.5404333,,
,,,
1148000,199.5404333,,
,,,
1149000,199.5404333,,
,,,
1150000,197.7442666,,
,,,
1151000,197.7442666,,
,,,
1152000,197.7442666,,
,,,
1153000,195.0491666,,
,,,
1154000,195.0491666,,
,,,
1155000,195.0491666,,
,,,
1156000,194.4019666,,
,,,
1157000,194.4019666,,
,,,
1158000,194.4019666,,
,,,
1159000,194.4019666,,
,,,
1160000,200.1600666,,
,,,
1161000,200.1600666,,
,,,
1162000,200.1600666,,
,,,
1163000,197.9745,,
,,,
1164000,197.9745,,
,,,
1165000,197.9745,,
,,,
1166000,197.9745,,
,,,
1167000,204.4618333,,
,,,
1168000,204.4618333,,
,,,
1169000,204.4618333,,
,,,
1170000,204.4618333,,
,,,
1171000,198.9371,,
,,,
1172000,198.9371,,
,,,
1173000,198.9371,,
,,,
1174000,198.9371,,
,,,
1175000,201.2379,,
,,,
1176000,201.2379,,
,,,
1177000,201.2379,,
,,,
1178000,198.3946333,,
,,,
1179000,198.3946333,,
,,,
1180000,198.3946333,,
,,,
1181000,198.3946333,,
,,,
1182000,200.4573,,
,,,
1183000,200.4573,,
,,,
1184000,200.4573,,
,,,
1185000,200.4863667,,
,,,
1186000,200.4863667,,
,,,
1187000,200.4863667,,
,,,
1188000,200.4863667,,
,,,
1189000,200.4863667,,
,,,
1190000,201.3092,,
,,,
1191000,201.3092,,
,,,
1192000,201.3092,,
,,,
1193000,199.9042667,,
,,,
1194000,199.9042667,,
,,,
1195000,199.9042667,,
,,,
1196000,199.9042667,,
,,,
1197000,202.7234333,,
,,,
1198000,202.7234333,,
,,,
1199000,202.7234333,,
,,,
1200000,206.1712333,,
,,,
1201000,206.1712333,,
,,,
1202000,206.1712333,,
,,,
1203000,206.1712333,,
,,,
1204000,206.6293333,,
,,,
1205000,206.6293333,,
,,,
1206000,206.6293333,,
,,,
1207000,206.6293333,,
,,,
1208000,207.9669,,
,,,
1209000,207.9669,,
,,,
1210000,207.9669,,
,,,
1211000,207.9669,,
,,,
1212000,209.3543333,,
,,,
1213000,209.3543333,,
,,,
1214000,209.3543333,,
,,,
1215000,207.9961,,
,,,
1216000,207.9961,,
,,,
1217000,207.9961,,
,,,
1218000,207.9961,,
,,,
1219000,208.5788,,
,,,
1220000,208.5788,,
,,,
1221000,208.5788,,
,,,
1222000,208.5788,,
,,,
1223000,208.1109667,,
,,,
1224000,208.1109667,,
,,,
1225000,208.1109667,,
,,,
1226000,204.1834334,,
,,,
1227000,204.1834334,,
,,,
1228000,204.1834334,,
,,,
1229000,204.1834334,,
,,,
1230000,197.3242,,
,,,
1231000,197.3242,,
,,,
1232000,197.3242,,
,,,
1233000,197.3242,,
,,,
1234000,197.0286667,,
,,,
1235000,197.0286667,,
,,,
1236000,197.0286667,,
,,,
1237000,197.0286667,,
,,,
1238000,193.7798,,
,,,
1239000,193.7798,,
,,,
1240000,193.7798,,
,,,
1241000,196.0934,,
,,,
1242000,196.0934,,
,,,
1243000,196.0934,,
,,,
1244000,196.0934,,
,,,
1245000,197.8176667,,
,,,
1246000,197.8176667,,
,,,
1247000,197.8176667,,
,,,
1248000,197.8176667,,
,,,
1249000,196.0065333,,
,,,
1250000,196.0065333,,
,,,
1251000,196.0065333,,
,,,
1252000,196.0065333,,
,,,
1253000,193.5610667,,
,,,
1254000,193.5610667,,
,,,
1255000,193.5610667,,
,,,
1256000,193.5610667,,
,,,
1257000,192.6302333,,
,,,
1258000,192.6302333,,
,,,
1259000,192.6302333,,
,,,
1260000,192.6302333,,
,,,
1261000,193.5272333,,
,,,
1262000,193.5272333,,
,,,
1263000,193.5272333,,
,,,
1264000,193.5272333,,
,,,
1265000,193.1202666,,
,,,
1266000,193.1202666,,
,,,
1267000,193.1202666,,
,,,
1268000,193.1202666,,
,,,
1269000,190.3671,,
,,,
1270000,190.3671,,
,,,
1271000,190.3671,,
,,,
1272000,190.3671,,
,,,
1273000,188.7240333,,
,,,
1274000,188.7240333,,
,,,
1275000,188.7240333,,
,,,
1276000,188.7240333,,
,,,
1277000,190.9022666,,
,,,
1278000,190.9022666,,
,,,
1279000,190.9022666,,
,,,
1280000,190.9022666,,
,,,
1281000,197.3366333,,
,,,
1282000,197.3366333,,
,,,
1283000,197.3366333,,
,,,
1284000,197.3366333,,
,,,
1285000,197.5497666,,
,,,
1286000,197.5497666,,
,,,
1287000,197.5497666,,
,,,
1288000,194.6674,,
,,,
1289000,194.6674,,
,,,
1290000,194.6674,,
,,,
1291000,194.6674,,
,,,
1292000,195.3104667,,
,,,
1293000,195.3104667,,
,,,
1294000,195.3104667,,
,,,
1295000,195.3104667,,
,,,
1296000,194.0558333,,
,,,
1297000,194.0558333,,
,,,
1298000,194.0558333,,
,,,
1299000,194.0558333,,
,,,
1300000,194.1263333,,
,,,
1301000,194.1263333,,
,,,
1302000,194.1263333,,
,,,
1303000,194.1263333,,
,,,
1304000,200.5992,,
,,,
1305000,200.5992,,
,,,
1306000,200.5992,,
,,,
1307000,200.7332,,
,,,
1308000,200.7332,,
,,,
1309000,200.7332,,
,,,
1310000,200.7332,,
,,,
1311000,202.4981333,,
,,,
1312000,202.4981333,,
,,,
1313000,202.4981333,,
,,,
1314000,205.6270666,,
,,,
1315000,205.6270666,,
,,,
1316000,205.6270666,,
,,,
1317000,205.6270666,,
,,,
1318000,205.6270666,,
,,,
1319000,200.4971,,
,,,
1320000,200.4971,,
,,,
1321000,200.4971,,
,,,
1322000,200.4971,,
,,,
1323000,198.2379,,
,,,
1324000,198.2379,,
,,,
1325000,198.2379,,
,,,
1326000,198.2379,,
,,,
1327000,196.4451,,
,,,
1328000,196.4451,,
,,,
1329000,196.4451,,
,,,
1330000,196.4451,,
,,,
1331000,196.4451,,
,,,
1332000,197.1217,,
,,,
1333000,197.1217,,
,,,
1334000,197.1217,,
,,,
1335000,197.1217,,
,,,
1336000,197.1217,,
,,,
1337000,194.9049666,,
,,,
1338000,194.9049666,,
,,,
1339000,194.9049666,,
,,,
1340000,194.9049666,,
,,,
1341000,194.9049666,,
,,,
1342000,191.3768,,
,,,
1343000,191.3768,,
,,,
1344000,191.3768,,
,,,
1345000,193.5498666,,
,,,
1346000,193.5498666,,
,,,
1347000,193.5498666,,
,,,
1348000,193.5498666,,
,,,
1349000,193.7876666,,
,,,
1350000,193.7876666,,
,,,
1351000,193.7876666,,
,,,
1352000,193.7876666,,
,,,
1353000,192.4491,,
,,,
1354000,192.4491,,
,,,
1355000,192.4491,,
,,,
1356000,192.4491,,
,,,
1357000,189.7333666,,
,,,
1358000,189.7333666,,
,,,
1359000,189.7333666,,
,,,
1360000,189.7333666,,
,,,
1361000,190.6772666,,
,,,
1362000,190.6772666,,
,,,
1363000,190.6772666,,
,,,
1364000,190.6772666,,
,,,
1365000,190.6772666,,
,,,
1366000,192.5639666,,
,,,
1367000,192.5639666,,
,,,
1368000,192.5639666,,
,,,
1369000,192.5639666,,
,,,
1370000,193.7091,,
,,,
1371000,193.7091,,
,,,
1372000,193.7091,,
,,,
1373000,194.0144666,,
,,,
1374000,194.0144666,,
,,,
1375000,194.0144666,,
,,,
1376000,194.0144666,,
,,,
1377000,182.5198666,,
,,,
1378000,182.5198666,,
,,,
1379000,182.5198666,,
,,,
1380000,182.5198666,,
,,,
1381000,184.9345666,,
,,,
1382000,184.9345666,,
,,,
1383000,184.9345666,,
,,,
1384000,184.9345666,,
,,,
1385000,184.1295,,
,,,
1386000,184.1295,,
,,,
1387000,184.1295,,
,,,
1388000,184.1295,,
,,,
1389000,185.2892333,,
,,,
1390000,185.2892333,,
,,,
1391000,185.2892333,,
,,,
1392000,184.9715999,,
,,,
1393000,184.9715999,,
,,,
1394000,184.9715999,,
,,,
1395000,184.9715999,,
,,,
1396000,188.2091999,,
,,,
1397000,188.2091999,,
,,,
1398000,188.2091999,,
,,,
1399000,188.2091999,,
,,,
1400000,188.2091999,,
,,,
1401000,190.6432666,,
,,,
1402000,190.6432666,,
,,,
1403000,190.6432666,,
,,,
1404000,190.6432666,,
,,,
1405000,191.5145333,,
,,,
1406000,191.5145333,,
,,,
1407000,191.5145333,,
,,,
1408000,191.5145333,,
,,,
1409000,191.5145333,,
,,,
1410000,191.5145333,,
,,,
1411000,193.7481999,,
,,,
1412000,193.7481999,,
,,,
1413000,193.7481999,,
,,,
1414000,193.9304333,,
,,,
1415000,193.9304333,,
,,,
1416000,193.9304333,,
,,,
1417000,195.8744333,,
,,,
1418000,195.8744333,,
,,,
1419000,195.8744333,,
,,,
1420000,195.8744333,,
,,,
1421000,195.8744333,,
,,,
1422000,196.4841333,,
,,,
1423000,196.4841333,,
,,,
1424000,196.4841333,,
,,,
1425000,196.4841333,,
,,,
1426000,196.4841333,,
,,,
1427000,195.6581666,,
,,,
1428000,195.6581666,,
,,,
1429000,195.6581666,,
,,,
1430000,195.6581666,,
,,,
1431000,195.6581666,,
,,,
1432000,204.7564999,,
,,,
1433000,204.7564999,,
,,,
1434000,204.7564999,,
,,,
1435000,204.7564999,,
,,,
1436000,202.8313666,,
,,,
1437000,202.8313666,,
,,,
1438000,202.8313666,,
,,,
1439000,202.8313666,,
,,,
1440000,202.8313666,,
,,,
1441000,202.1761999,,
,,,
1442000,202.1761999,,
,,,
1443000,202.1761999,,
,,,
1444000,202.1761999,,
,,,
1445000,204.0211333,,
,,,
1446000,204.0211333,,
,,,
1447000,204.0211333,,
,,,
1448000,204.0211333,,
,,,
1449000,206.7720999,,
,,,
1450000,206.7720999,,
,,,
1451000,206.7720999,,
,,,
1452000,206.7720999,,
,,,
1453000,209.6412999,,
,,,
1454000,209.6412999,,
,,,
1455000,209.6412999,,
,,,
1456000,209.6412999,,
,,,
1457000,209.6412999,,
,,,
1458000,207.6215333,,
,,,
1459000,207.6215333,,
,,,
1460000,207.6215333,,
,,,
1461000,207.6215333,,
,,,
1462000,207.5801333,,
,,,
1463000,207.5801333,,
,,,
1464000,207.5801333,,
,,,
1465000,207.5801333,,
,,,
1466000,207.5801333,,
,,,
1467000,206.7275666,,
,,,
1468000,206.7275666,,
,,,
1469000,206.7275666,,
,,,
1470000,208.3850666,,
,,,
1471000,208.3850666,,
,,,
1472000,208.3850666,,
,,,
1473000,208.3850666,,
,,,
1474000,208.3850666,,
,,,
1475000,208.3850666,,
,,,
1476000,212.3482999,,
,,,
1477000,212.3482999,,
,,,
1478000,212.3482999,,
,,,
1479000,212.3482999,,
,,,
1480000,214.2312666,,
,,,
1481000,214.2312666,,
,,,
1482000,214.2312666,,
,,,
1483000,214.2312666,,
,,,
1484000,214.2411333,,
,,,
1485000,214.2411333,,
,,,
1486000,214.2411333,,
,,,
1487000,211.0572666,,
,,,
1488000,211.0572666,,
,,,
1489000,211.0572666,,
,,,
1490000,211.0572666,,
,,,
1491000,213.2426666,,
,,,
1492000,213.2426666,,
,,,
1493000,213.2426666,,
,,,
1494000,212.2850666,,
,,,
1495000,212.2850666,,
,,,
1496000,212.2850666,,
,,,
1497000,212.2850666,,
,,,
1498000,209.9722999,,
,,,
1499000,209.9722999,,
,,,
1500000,209.9722999,,
,,,
1501000,209.9722999,,
,,,
1502000,213.3759999,,
,,,
1503000,213.3759999,,
,,,
1504000,213.3759999,,
,,,
1505000,213.3759999,,
,,,
1506000,213.3759999,,
,,,
1507000,213.3759999,,
,,,
1508000,215.3217999,,
,,,
1509000,215.3217999,,
,,,
1510000,215.3217999,,
,,,
1511000,215.3217999,,
,,,
1512000,212.7260999,,
,,,
1513000,212.7260999,,
,,,
1514000,212.7260999,,
,,,
1515000,212.7260999,,
,,,
1516000,213.2568999,,
,,,
1517000,213.2568999,,
,,,
1518000,213.2568999,,
,,,
1519000,213.2568999,,
,,,
1520000,215.1940333,,
,,,
1521000,215.1940333,,
,,,
1522000,215.1940333,,
,,,
1523000,215.1940333,,
,,,
1524000,215.7652666,,
,,,
1525000,215.7652666,,
,,,
1526000,215.7652666,,
,,,
1527000,215.7652666,,
,,,
1528000,218.6076333,,
,,,
1529000,218.6076333,,
,,,
1530000,218.6076333,,
,,,
1531000,218.6076333,,
,,,
1532000,218.6076333,,
,,,
1533000,218.6076333,,
,,,
1534000,218.9438666,,
,,,
1535000,218.9438666,,
,,,
1536000,218.9438666,,
,,,
1537000,218.9438666,,
,,,
1538000,218.9438666,,
,,,
1539000,218.9438666,,
,,,
1540000,223.3009999,,
,,,
1541000,223.3009999,,
,,,
1542000,223.3009999,,
,,,
1543000,223.3009999,,
,,,
1544000,221.7463999,,
,,,
1545000,221.7463999,,
,,,
1546000,221.7463999,,
,,,
1547000,221.7463999,,
,,,
1548000,221.7463999,,
,,,
1549000,228.3607999,,
,,,
1550000,228.3607999,,
,,,
1551000,228.3607999,,
,,,
1552000,228.3607999,,
,,,
1553000,228.3607999,,
,,,
1554000,234.9231333,,
,,,
1555000,234.9231333,,
,,,
1556000,234.9231333,,
,,,
1557000,236.7390333,,
,,,
1558000,236.7390333,,
,,,
1559000,236.7390333,,
,,,
1560000,236.7390333,,
,,,
1561000,240.3637333,,
,,,
1562000,240.3637333,,
,,,
1563000,240.3637333,,
,,,
1564000,240.3637333,,
,,,
1565000,239.6864666,,
,,,
1566000,239.6864666,,
,,,
1567000,239.6864666,,
,,,
1568000,239.6864666,,
,,,
1569000,239.6864666,,
,,,
1570000,247.6706,,
,,,
1571000,247.6706,,
,,,
1572000,247.6706,,
,,,
1573000,247.6706,,
,,,
1574000,244.9928,,
,,,
1575000,244.9928,,
,,,
1576000,244.9928,,
,,,
1577000,244.9928,,
,,,
1578000,244.9928,,
,,,
1579000,244.7067666,,
,,,
1580000,244.7067666,,
,,,
1581000,244.7067666,,
,,,
1582000,244.7067666,,
,,,
1583000,241.4474333,,
,,,
1584000,241.4474333,,
,,,
1585000,241.4474333,,
,,,
1586000,241.4474333,,
,,,
1587000,241.4474333,,
,,,
1588000,236.2821,,
,,,
1589000,236.2821,,
,,,
1590000,236.2821,,
,,,
1591000,236.2821,,
,,,
1592000,249.3388666,,
,,,
1593000,249.3388666,,
,,,
1594000,249.3388666,,
,,,
1595000,249.3388666,,
,,,
1596000,249.3388666,,
,,,
1597000,247.2007333,,
,,,
1598000,247.2007333,,
,,,
1599000,247.2007333,,
,,,
1600000,247.2007333,,
,,,
1601000,247.2007333,,
,,,
1602000,247.9670333,,
,,,
1603000,247.9670333,,
,,,
1604000,247.9670333,,
,,,
1605000,247.9670333,,
,,,
1606000,251.2805666,,
,,,
1607000,251.2805666,,
,,,
1608000,251.2805666,,
,,,
1609000,251.2805666,,
,,,
1610000,247.9645333,,
,,,
1611000,247.9645333,,
,,,
1612000,247.9645333,,
,,,
1613000,243.6900333,,
,,,
1614000,243.6900333,,
,,,
1615000,243.6900333,,
,,,
1616000,243.6900333,,
,,,
1617000,243.6900333,,
,,,
1618000,243.6900333,,
,,,
1619000,239.0711333,,
,,,
1620000,239.0711333,,
,,,
1621000,239.0711333,,
,,,
1622000,237.0199333,,
,,,
1623000,237.0199333,,
,,,
1624000,237.0199333,,
,,,
1625000,235.2212666,,
,,,
1626000,235.2212666,,
,,,
1627000,235.2212666,,
,,,
1628000,235.2212666,,
,,,
1629000,235.2212666,,
,,,
1630000,235.2212666,,
,,,
1631000,235.5529333,,
,,,
1632000,235.5529333,,
,,,
1633000,235.5529333,,
,,,
1634000,235.5529333,,
,,,
1635000,235.5529333,,
,,,
1636000,238.2216333,,
,,,
1637000,238.2216333,,
,,,
1638000,238.2216333,,
,,,
1639000,238.2216333,,
,,,
1640000,236.1564666,,
,,,
1641000,236.1564666,,
,,,
1642000,236.1564666,,
,,,
1643000,236.1564666,,
,,,
1644000,241.2900666,,
,,,
1645000,241.2900666,,
,,,
1646000,241.2900666,,
,,,
1647000,241.2900666,,
,,,
1648000,241.2108999,,
,,,
1649000,241.2108999,,
,,,
1650000,241.2108999,,
,,,
1651000,243.8547666,,
,,,
1652000,243.8547666,,
,,,
1653000,243.8547666,,
,,,
1654000,243.8547666,,
,,,
1655000,243.8547666,,
,,,
1656000,247.5727,,
,,,
1657000,247.5727,,
,,,
1658000,247.5727,,
,,,
1659000,247.3683,,
,,,
1660000,247.3683,,
,,,
1661000,247.3683,,
,,,
1662000,247.3683,,
,,,
1663000,247.3683,,
,,,
1664000,244.2570333,,
,,,
1665000,244.2570333,,
,,,
1666000,244.2570333,,
,,,
1667000,244.2570333,,
,,,
1668000,244.1989666,,
,,,
